Site2_MeltingT,Site1_NdValence,Site2_GSestFCClatcnt,AtomicRadii_min_value,ElectricalConductivity_min_value,Site2_BCCenergy_pa,NdUnfilled_composition_average,Row_max_value,SecondIonizationEnergy_max_value,NdValence_difference,Site2_Column,Site2_NdUnfilled,Site2_GSenergy_pa,valence_composition_average,Site2_CovalentRadii,ThermalExpansionCoefficient_min_value,HeatFusion_composition_average,Site2_HeatFusion,NdUnfilled_max_value,n_ws^third_max_value,HeatFusion_min_value,IonicRadii_min_value,Site2_SpaceGroupNumber,Site2_NdValence,Material compositions 1,Material compositions 2,E_regression,E_regression_shift,group
2739.0,7.0,3.84489682,1.357,21.3,-8.22715557,3.0,6.0,0.0,0.0,9.0,3.0,-8.84851145,3.0,1.27,6.4,41.12,41.12,3.0,1.83,41.12,0.63,225.0,7.0,Ir,Ir,4.5471,0.0,Pure Transition Metals
1234.93,7.0,4.027313074,1.357,21.3,-2.71997917,1.5,6.0,21.49,3.0,11.0,0.0,-2.76539356,2.5,1.34,6.4,26.21,11.3,3.0,1.83,11.3,0.63,225.0,10.0,Ir,Ag,4.4493,-0.0978,Pure Transition Metals
594.22,7.0,4.272293466,1.357,14.7,-0.74033904,1.5,6.0,16.908,3.0,12.0,0.0,-0.812174225,2.5,1.41,6.4,23.665,6.21,3.0,1.83,6.21,0.63,194.0,10.0,Ir,Cd,4.42133,-0.12577,Pure Transition Metals
2896.0,7.0,3.973998007,1.357,17.3,-10.84610777,4.0,6.0,16.461,2.0,6.0,5.0,-10.84610777,4.5,1.3,4.8,39.3,37.48,5.0,1.83,37.48,0.59,229.0,5.0,Ir,Mo,4.93558,0.38848,Pure Transition Metals
2750.0,7.0,4.173988903,1.357,6.6,-10.09332153,4.5,6.0,14.32,3.0,5.0,6.0,-10.09332153,4.0,1.34,6.4,35.56,30.0,6.0,1.83,30.0,0.63,229.0,4.0,Ir,Nb,4.71079,0.16369,Pure Transition Metals
1828.05,7.0,3.862851303,1.357,10.0,-5.0910129,1.5,6.0,19.63,3.0,10.0,0.0,-5.13777457,3.5,1.28,6.4,28.93,16.74,3.0,1.83,16.74,0.63,225.0,10.0,Ir,Pd,4.4704,-0.0767,Pure Transition Metals
2237.0,7.0,3.79278409,1.345,21.3,-6.90998391,2.5,6.0,18.08,1.0,9.0,2.0,-7.25364552,4.5,1.25,6.4,33.855,26.59,3.0,1.83,26.59,0.63,225.0,8.0,Ir,Rh,4.47609,-0.07101,Pure Transition Metals
2607.0,7.0,3.780696194,1.325,14.9,-8.57093238,3.0,6.0,16.76,0.0,8.0,3.0,-9.19463357,5.5,1.25,6.4,39.855,38.59,3.0,1.83,38.59,0.62,194.0,7.0,Ir,Ru,4.7411,0.194,Pure Transition Metals
2430.0,7.0,3.851649375,1.357,0.001,-10.09176138,4.0,6.0,15.26,2.0,7.0,5.0,-10.3551512,5.0,1.27,6.4,37.205,33.29,5.0,1.83,33.29,0.56,194.0,5.0,Ir,Tc,5.06696,0.51986,Pure Transition Metals
1799.0,7.0,5.058773104,1.357,1.8,-6.34029752,6.0,6.0,12.24,6.0,3.0,9.0,-6.464599775,3.0,1.62,6.4,26.255,11.39,9.0,1.83,11.39,0.63,194.0,1.0,Ir,Y,4.30652,-0.24058,Pure Transition Metals
2128.0,7.0,4.527079516,1.357,2.3,-8.46727487,5.5,6.0,13.13,5.0,4.0,8.0,-8.545958555,3.5,1.45,5.7,31.06,21.0,8.0,1.83,21.0,0.63,194.0,2.0,Ir,Zr,4.56807,0.02097,Pure Transition Metals
923.0,0.0,4.50714913,1.6,22.4,-1.51367083,0.0,3.0,15.035,0.0,2.0,0.0,-1.54227231,2.0,1.36,24.8,8.48,8.48,0.0,1.17,8.48,0.72,194.0,0.0,Mg,Mg,1.406,0.0,Pure Non-Transition Metals
933.47,0.0,4.039606536,1.43,22.4,-3.65018713,0.0,3.0,18.828,0.0,13.0,0.0,-3.74542312,2.5,1.18,23.1,9.595,10.71,0.0,1.39,8.48,0.54,225.0,0.0,Mg,Al,1.47106,0.06506,Pure Non-Transition Metals
1560.0,0.0,3.160183721,1.12,22.4,-3.65527191,0.0,3.0,18.211,0.0,2.0,0.0,-3.755038695,2.0,0.9,11.3,8.1875,7.895,0.0,1.67,7.895,0.45,194.0,0.0,Mg,Be,1.38435,-0.02165,Pure Non-Transition Metals
544.4,0.0,5.089070533,1.6,0.9,-3.89538374,0.0,6.0,16.687,0.0,15.0,0.0,-3.9736944,3.5,1.46,13.4,9.793,11.106,0.0,1.17,8.48,0.72,12.0,10.0,Mg,Bi,1.23751,-0.16849,Pure Non-Transition Metals
1115.0,0.0,5.326014266,1.6,22.4,-1.92725921,0.0,4.0,15.035,0.0,2.0,0.0,-1.948329565,2.0,1.74,22.3,8.51,8.54,0.0,1.17,8.48,0.72,225.0,0.0,Mg,Ca,1.22059,-0.18541,Pure Non-Transition Metals
1071.0,0.0,5.300984746,1.6,1.4,-4.65518148,4.5,6.0,15.035,0.0,3.0,9.0,-4.77656965,3.0,1.65,5.2,6.97,5.46,9.0,1.19,5.46,0.72,194.0,1.0,Mg,Ce,1.206,-0.2,Pure Non-Transition Metals
302.91,0.0,4.225207441,1.41,1.8,-2.97839076,0.0,4.0,20.51,0.0,13.0,0.0,-3.012255303,2.5,1.26,19.7,7.0325,5.585,0.0,1.31,5.585,0.62,64.0,10.0,Mg,Ga,1.34821,-0.05779,Pure Non-Transition Metals
1586.0,0.0,5.042307669,1.6,0.8,-4.51068704,4.5,6.0,15.035,0.0,3.0,9.0,-4.65442131,2.5,1.61,-2.0,9.075,9.67,9.0,1.21,8.48,0.72,194.0,1.0,Mg,Gd,1.31171,-0.09429,Pure Non-Transition Metals
429.75,0.0,4.595332379,1.6,3.4,-2.65390512,0.0,5.0,18.869,0.0,13.0,0.0,-2.66680196,2.5,1.44,24.8,5.8855,3.291,0.0,1.17,3.291,0.72,139.0,10.0,Mg,In,1.31556,-0.09044,Pure Non-Transition Metals
336.53,0.0,6.637517176,1.6,16.4,-1.096516,0.0,4.0,31.625,0.0,1.0,0.0,-1.097539713,1.5,2.03,24.8,5.4075,2.335,0.0,1.17,2.335,0.72,229.0,0.0,Mg,K,1.07661,-0.32939,Pure Non-Transition Metals
453.69,0.0,4.048845545,1.55,11.7,-1.86553478,0.0,3.0,76.638,0.0,1.0,0.0,-1.86988691,1.5,1.23,24.8,5.74,3.0,0.0,1.17,3.0,0.72,229.0,0.0,Mg,Li,1.33197,-0.07403,Pure Non-Transition Metals
370.87,0.0,4.890601634,1.6,20.1,-1.2544847,0.0,3.0,47.286,0.0,1.0,0.0,-1.260241383,1.5,1.54,24.8,5.54,2.6,0.0,1.17,2.6,0.72,229.0,0.0,Mg,Na,1.26165,-0.14435,Pure Non-Transition Metals
1294.0,0.0,5.183081107,1.6,1.6,-4.6307523,0.0,6.0,15.035,0.0,3.0,0.0,-4.76235134,2.5,1.64,6.9,7.81,7.14,0.0,1.2,7.14,0.72,194.0,0.0,Mg,Nd,1.23717,-0.16883,Pure Non-Transition Metals
1204.0,0.0,5.225662103,1.6,1.5,-4.64853984,0.0,6.0,15.035,0.0,3.0,0.0,-4.77382996,2.5,1.65,5.4,7.685,6.89,0.0,1.2,6.89,0.72,194.0,0.0,Mg,Pr,1.21848,-0.18752,Pure Non-Transition Metals
903.78,0.0,5.016478962,1.59,2.6,-3.88991513,0.0,5.0,16.53,0.0,15.0,0.0,-4.11736234,3.5,1.4,11.0,14.135,19.79,0.0,1.26,8.48,0.72,166.0,10.0,Mg,Sb,1.26933,-0.13667,Pure Non-Transition Metals
494.0,0.0,4.697841169,1.4,8.0,-2.90074111,0.0,4.0,21.19,0.0,16.0,0.0,-3.47079191,4.0,1.16,24.8,7.585,6.69,0.0,1.17,6.69,0.5,14.0,10.0,Mg,Se,1.09913,-0.30687,Pure Non-Transition Metals
1687.0,0.0,4.340238825,1.32,0.0004,-4.90201039,0.0,3.0,16.345,0.0,14.0,0.0,-5.424918005,3.0,1.11,2.6,29.345,50.21,0.0,1.5,8.48,0.26,227.0,0.0,Mg,Si,1.43422,0.02822,Pure Non-Transition Metals
505.08,0.0,5.106259136,1.6,8.7,-3.89492544,0.0,5.0,15.035,0.0,14.0,0.0,-3.96104709,3.0,1.41,22.0,7.815,7.15,0.0,1.24,7.15,0.71,141.0,10.0,Mg,Sn,1.3627,-0.0433,Pure Non-Transition Metals
1050.0,0.0,6.008506453,1.6,5.0,-1.67793991,0.0,5.0,15.035,0.0,2.0,0.0,-1.6828136,2.0,1.91,22.5,7.955,7.43,0.0,1.17,7.43,0.72,225.0,0.0,Mg,Sr,1.08218,-0.32382,Pure Non-Transition Metals
2023.0,0.0,5.059033597,1.6,7.1,-7.26654681,4.0,7.0,15.035,0.0,3.0,8.0,-7.41254306,3.0,1.65,11.0,11.145,13.81,8.0,1.28,8.48,0.72,225.0,2.0,Mg,Th,1.2663,-0.1397,Pure Non-Transition Metals
2896.0,5.0,3.973998007,1.362,17.3,-10.84610777,5.0,5.0,16.461,0.0,6.0,5.0,-10.84610777,6.0,1.3,4.8,37.48,37.48,5.0,1.77,37.48,0.59,229.0,5.0,Mo,Mo,5.0288,0.0,Pure Transition Metals
1234.93,5.0,4.027313074,1.362,17.3,-2.71997917,2.5,5.0,21.49,5.0,11.0,0.0,-2.76539356,4.0,1.34,4.8,24.39,11.3,5.0,1.77,11.3,0.59,225.0,10.0,Mo,Ag,4.6899,-0.3389,Pure Transition Metals
594.22,5.0,4.272293466,1.362,14.7,-0.74033904,2.5,5.0,16.908,5.0,12.0,0.0,-0.812174225,4.0,1.41,4.8,21.845,6.21,5.0,1.77,6.21,0.59,194.0,10.0,Mo,Cd,4.73084,-0.29796,Pure Transition Metals
1768.0,5.0,3.447656463,1.253,17.3,-6.98008657,4.0,5.0,17.06,2.0,9.0,3.0,-7.080389145,4.5,1.16,4.8,26.84,16.2,5.0,1.77,16.2,0.59,194.0,7.0,Mo,Co,4.59618,-0.43262,Pure Transition Metals
2180.0,5.0,3.550558664,1.249,7.9,-9.50480758,5.0,5.0,16.5,0.0,6.0,5.0,-9.50571654,6.0,1.18,4.8,29.24,21.0,5.0,1.77,21.0,0.59,229.0,5.0,Mo,Cr,5.06851,0.03971,Pure Transition Metals
1357.77,5.0,3.537821124,1.278,17.3,-3.64288728,2.5,5.0,20.292,5.0,11.0,0.0,-3.68065482,4.0,1.17,4.8,25.54,13.6,5.0,1.77,13.6,0.59,225.0,10.0,Mo,Cu,4.86586,-0.16294,Pure Transition Metals
1811.0,5.0,3.501224062,1.241,11.2,-8.28548436,4.5,5.0,16.461,1.0,8.0,4.0,-8.28548436,6.0,1.17,4.8,25.645,13.81,5.0,1.77,13.81,0.55,229.0,6.0,Mo,Fe,4.61039,-0.41841,Pure Transition Metals
1519.0,5.0,3.474656242,1.24,0.5,-8.87041076,5.0,5.0,16.461,0.0,7.0,5.0,-9.02056525,6.5,1.17,4.8,25.195,12.91,5.0,1.77,12.91,0.59,217.0,5.0,Mo,Mn,4.81209,-0.21671,Pure Transition Metals
1728.0,5.0,3.456049039,1.246,14.6,-5.43913904,3.5,5.0,18.168,3.0,10.0,2.0,-5.54632457,4.5,1.15,4.8,27.48,17.48,5.0,1.77,17.48,0.59,225.0,8.0,Mo,Ni,4.7032,-0.3256,Pure Transition Metals
1828.05,5.0,3.862851303,1.362,10.0,-5.0910129,2.5,5.0,19.63,5.0,10.0,0.0,-5.13777457,5.0,1.28,4.8,27.11,16.74,5.0,1.77,16.74,0.59,225.0,10.0,Mo,Pd,4.64559,-0.38321,Pure Transition Metals
2430.0,5.0,3.851649375,1.358,0.001,-10.09176138,5.0,5.0,16.461,0.0,7.0,5.0,-10.3551512,6.5,1.27,4.8,35.385,33.29,5.0,1.81,33.29,0.56,194.0,5.0,Mo,Tc,4.86088,-0.16792,Pure Transition Metals
3695.0,5.0,4.004162334,1.362,17.3,-12.95880062,5.5,6.0,16.461,1.0,6.0,6.0,-12.95880062,6.0,1.3,4.5,44.895,52.31,6.0,1.81,37.48,0.59,229.0,4.0,Mo,W,5.25813,0.22933,Pure Transition Metals
1799.0,5.0,5.058773104,1.362,1.8,-6.34029752,7.0,5.0,16.461,4.0,3.0,9.0,-6.464599775,4.5,1.62,4.8,24.435,11.39,9.0,1.77,11.39,0.59,194.0,1.0,Mo,Y,4.85281,-0.17599,Pure Transition Metals
692.68,5.0,3.822215211,1.332,16.9,-1.1570915,2.5,5.0,17.964,5.0,12.0,0.0,-1.239999915,4.0,1.25,4.8,22.274,7.068,5.0,1.77,7.068,0.59,194.0,10.0,Mo,Zn,4.95383,-0.07497,Pure Transition Metals
3306.0,5.0,3.834043137,1.34,12.3,-10.33236566,4.5,6.0,16.461,1.0,8.0,4.0,-11.22070399,7.0,1.26,4.8,47.665,57.85,5.0,1.85,37.48,0.59,194.0,6.0,Mo,Os,4.75024,-0.27856,Pure Transition Metals
2041.4,5.0,3.91660681,1.362,9.4,-5.92513799,3.0,6.0,18.563,4.0,10.0,1.0,-6.02850968,5.0,1.3,4.8,29.8275,22.175,5.0,1.78,22.175,0.59,225.0,9.0,Mo,Pt,4.50807,-0.52073,Pure Transition Metals
2607.0,5.0,3.780696194,1.325,14.9,-8.57093238,4.0,5.0,16.76,2.0,8.0,3.0,-9.19463357,7.0,1.25,4.8,38.035,38.59,5.0,1.83,37.48,0.59,194.0,7.0,Mo,Ru,4.61105,-0.41775,Pure Transition Metals
1814.0,5.0,4.463741557,1.362,1.5,-6.17209116,7.0,5.0,16.461,4.0,3.0,9.0,-6.28551309,4.5,1.44,4.8,25.79,14.1,9.0,1.77,14.1,0.59,194.0,1.0,Mo,Sc,4.98989,-0.03891,Pure Transition Metals
1941.0,5.0,4.056692689,1.362,2.6,-7.66126811,6.5,5.0,16.461,3.0,4.0,8.0,-7.77522712,5.0,1.32,4.8,25.815,14.15,8.0,1.77,14.15,0.59,194.0,2.0,Mo,Ti,5.04455,0.01575,Pure Transition Metals
2128.0,5.0,4.527079516,1.362,2.3,-8.46727487,6.5,5.0,16.461,3.0,4.0,8.0,-8.545958555,5.0,1.45,4.8,29.24,21.0,8.0,1.77,21.0,0.59,194.0,2.0,Mo,Zr,4.95952,-0.06928,Pure Transition Metals
1728.0,8.0,3.456049039,1.246,14.6,-5.43913904,2.0,4.0,18.168,0.0,10.0,2.0,-5.54632457,3.0,1.15,13.4,17.48,17.48,2.0,1.75,17.48,0.69,225.0,8.0,Ni,Ni,2.9528,0.0,Pure Transition Metals
1234.93,8.0,4.027313074,1.246,14.6,-2.71997917,1.0,5.0,21.49,2.0,11.0,0.0,-2.76539356,2.5,1.34,13.4,14.39,11.3,2.0,1.75,11.3,0.69,225.0,10.0,Ni,Ag,2.76393,-0.18887,Pure Transition Metals
1337.33,8.0,4.057502731,1.246,14.6,-3.18445282,1.0,6.0,20.521,2.0,11.0,0.0,-3.20969261,3.0,1.34,13.4,15.015,12.55,2.0,1.75,12.55,0.69,225.0,10.0,Ni,Au,2.70755,-0.24525,Pure Transition Metals
594.22,8.0,4.272293466,1.246,14.6,-0.74033904,1.0,5.0,18.168,2.0,12.0,0.0,-0.812174225,2.5,1.41,13.4,11.845,6.21,2.0,1.75,6.21,0.69,194.0,10.0,Ni,Cd,2.69478,-0.25802,Pure Transition Metals
1768.0,8.0,3.447656463,1.246,14.6,-6.98008657,2.5,4.0,18.168,1.0,9.0,3.0,-7.080389145,3.0,1.16,13.0,16.84,16.2,3.0,1.75,16.2,0.65,194.0,7.0,Ni,Co,3.06804,0.11524,Pure Transition Metals
2180.0,8.0,3.550558664,1.246,7.9,-9.50480758,3.5,4.0,18.168,3.0,6.0,5.0,-9.50571654,4.5,1.18,4.9,19.24,21.0,5.0,1.75,17.48,0.62,229.0,5.0,Ni,Cr,2.92294,-0.02986,Pure Transition Metals
1357.77,8.0,3.537821124,1.246,14.6,-3.64288728,1.0,4.0,20.292,2.0,11.0,0.0,-3.68065482,2.5,1.17,13.4,15.54,13.6,2.0,1.75,13.6,0.69,225.0,10.0,Ni,Cu,2.88422,-0.06858,Pure Transition Metals
1811.0,8.0,3.501224062,1.241,11.2,-8.28548436,3.0,4.0,18.168,2.0,8.0,4.0,-8.28548436,4.5,1.17,11.8,15.645,13.81,4.0,1.77,13.81,0.55,229.0,6.0,Ni,Fe,2.93702,-0.01578,Pure Transition Metals
2506.0,8.0,4.461398209,1.246,3.4,-9.77464936,5.0,6.0,18.168,6.0,4.0,8.0,-9.954299335,3.5,1.44,5.9,22.34,27.2,8.0,1.75,17.48,0.69,194.0,2.0,Ni,Hf,2.74196,-0.21084,Pure Transition Metals
234.32,8.0,4.656246199,1.246,1.0,-0.15983096,1.0,6.0,18.759,2.0,12.0,0.0,-0.250105562,2.5,1.49,13.4,9.8875,2.295,2.0,1.75,2.295,0.69,166.0,10.0,Ni,Hg,2.63922,-0.31358,Pure Transition Metals
2739.0,8.0,3.84489682,1.246,14.6,-8.22715557,2.5,6.0,18.168,1.0,9.0,3.0,-8.84851145,3.0,1.27,6.4,29.3,41.12,3.0,1.83,17.48,0.63,225.0,7.0,Ni,Ir,3.4554,0.5026,Pure Transition Metals
1519.0,8.0,3.474656242,1.24,0.5,-8.87041076,3.5,4.0,18.168,3.0,7.0,5.0,-9.02056525,5.0,1.17,13.4,15.195,12.91,5.0,1.75,12.91,0.67,217.0,5.0,Ni,Mn,2.93738,-0.01542,Pure Transition Metals
2896.0,8.0,3.973998007,1.246,14.6,-10.84610777,3.5,5.0,18.168,3.0,6.0,5.0,-10.84610777,4.5,1.3,4.8,27.48,37.48,5.0,1.77,17.48,0.59,229.0,5.0,Ni,Mo,2.98791,0.03511,Pure Transition Metals
2750.0,8.0,4.173988903,1.246,6.6,-10.09332153,4.0,5.0,18.168,4.0,5.0,6.0,-10.09332153,4.0,1.34,7.3,23.74,30.0,6.0,1.75,17.48,0.64,229.0,4.0,Ni,Nb,2.86462,-0.08818,Pure Transition Metals
3306.0,8.0,3.834043137,1.246,12.3,-10.33236566,3.0,6.0,18.168,2.0,8.0,4.0,-11.22070399,5.5,1.26,5.1,37.665,57.85,4.0,1.85,17.48,0.63,194.0,6.0,Ni,Os,3.5381,0.5853,Pure Transition Metals
1828.05,8.0,3.862851303,1.246,10.0,-5.0910129,1.0,5.0,19.63,2.0,10.0,0.0,-5.13777457,3.5,1.28,11.8,17.11,16.74,2.0,1.75,16.74,0.64,225.0,10.0,Ni,Pd,2.81443,-0.13837,Pure Transition Metals
2041.4,8.0,3.91660681,1.246,9.4,-5.92513799,1.5,6.0,18.563,1.0,10.0,1.0,-6.02850968,3.5,1.3,8.8,19.8275,22.175,2.0,1.78,17.48,0.63,225.0,9.0,Ni,Pt,3.06244,0.10964,Pure Transition Metals
3459.0,8.0,3.884620563,1.246,5.8,-12.10177805,3.5,6.0,18.168,3.0,7.0,5.0,-12.41702777,5.0,1.28,6.2,25.78,34.08,5.0,1.85,17.48,0.53,194.0,5.0,Ni,Re,3.45954,0.50674,Pure Transition Metals
2237.0,8.0,3.79278409,1.246,14.6,-6.90998391,2.0,5.0,18.168,0.0,9.0,2.0,-7.25364552,4.5,1.25,8.2,22.035,26.59,2.0,1.76,17.48,0.67,225.0,8.0,Ni,Rh,3.1518,0.199,Pure Transition Metals
2607.0,8.0,3.780696194,1.246,14.6,-8.57093238,2.5,5.0,18.168,1.0,8.0,3.0,-9.19463357,5.5,1.25,6.4,28.035,38.59,3.0,1.83,17.48,0.62,194.0,7.0,Ni,Ru,3.20734,0.25454,Pure Transition Metals
1814.0,8.0,4.463741557,1.246,1.5,-6.17209116,5.5,4.0,18.168,7.0,3.0,9.0,-6.28551309,3.0,1.44,10.0,15.79,14.1,9.0,1.75,14.1,0.69,194.0,1.0,Ni,Sc,2.69859,-0.25421,Pure Transition Metals
3290.0,8.0,4.169391995,1.246,8.1,-11.85139954,4.5,6.0,18.168,5.0,5.0,7.0,-11.85139954,4.0,1.34,6.3,27.025,36.57,7.0,1.75,17.48,0.64,229.0,3.0,Ni,Ta,2.8567,-0.0961,Pure Transition Metals
2430.0,8.0,3.851649375,1.246,0.001,-10.09176138,3.5,5.0,18.168,3.0,7.0,5.0,-10.3551512,5.0,1.27,8.0,25.385,33.29,5.0,1.81,17.48,0.56,194.0,5.0,Ni,Tc,3.14028,0.18748,Pure Transition Metals
1941.0,8.0,4.056692689,1.246,2.6,-7.66126811,5.0,4.0,18.168,6.0,4.0,8.0,-7.77522712,3.5,1.32,8.6,15.815,14.15,8.0,1.75,14.15,0.61,194.0,2.0,Ni,Ti,2.91783,-0.03497,Pure Transition Metals
2183.0,8.0,3.733467966,1.246,4.0,-8.93926069,4.5,4.0,18.168,5.0,5.0,7.0,-8.93926069,4.0,1.22,8.4,19.49,21.5,7.0,1.75,17.48,0.54,229.0,3.0,Ni,V,2.94973,-0.00307,Pure Transition Metals
3695.0,8.0,4.004162334,1.246,14.6,-12.95880062,4.0,6.0,18.168,4.0,6.0,6.0,-12.95880062,4.5,1.3,4.5,34.895,52.31,6.0,1.81,17.48,0.6,229.0,4.0,Ni,W,3.19678,0.24398,Pure Transition Metals
692.68,8.0,3.822215211,1.246,14.6,-1.1570915,1.0,4.0,18.168,2.0,12.0,0.0,-1.239999915,2.5,1.25,13.4,12.274,7.068,2.0,1.75,7.068,0.69,194.0,10.0,Ni,Zn,2.89612,-0.05668,Pure Transition Metals
2128.0,8.0,4.527079516,1.246,2.3,-8.46727487,5.0,5.0,18.168,6.0,4.0,8.0,-8.545958555,3.5,1.45,5.7,19.24,21.0,8.0,1.75,17.48,0.69,194.0,2.0,Ni,Zr,2.64715,-0.30565,Pure Transition Metals
600.61,10.0,4.826588558,1.75,4.8,-3.58277457,0.0,6.0,15.028,0.0,14.0,0.0,-3.62902961,4.0,1.47,28.8,4.774,4.774,0.0,1.15,4.774,1.19,225.0,10.0,Pb,Pb,1.0788,0.0,Pure Non-Transition Metals
1828.05,10.0,3.862851303,1.375,10.0,-5.0910129,0.0,5.0,19.63,0.0,10.0,0.0,-5.13777457,4.0,1.28,11.8,16.74,16.74,0.0,1.67,16.74,0.64,225.0,10.0,Pd,Pd,2.646,0.0,Pure Transition Metals
1234.93,10.0,4.027313074,1.375,10.0,-2.71997917,0.0,5.0,21.49,0.0,11.0,0.0,-2.76539356,3.0,1.34,11.8,14.02,11.3,0.0,1.67,11.3,0.64,225.0,10.0,Pd,Ag,2.53626,-0.10974,Pure Transition Metals
1337.33,10.0,4.057502731,1.375,10.0,-3.18445282,0.0,6.0,20.521,0.0,11.0,0.0,-3.20969261,3.5,1.34,11.8,14.645,12.55,0.0,1.67,12.55,0.64,225.0,10.0,Pd,Au,2.52855,-0.11745,Pure Transition Metals
594.22,10.0,4.272293466,1.375,10.0,-0.74033904,0.0,5.0,19.63,0.0,12.0,0.0,-0.812174225,3.0,1.41,11.8,11.475,6.21,0.0,1.67,6.21,0.64,194.0,10.0,Pd,Cd,2.47774,-0.16826,Pure Transition Metals
1768.0,10.0,3.447656463,1.253,10.0,-6.98008657,1.5,5.0,19.63,3.0,9.0,3.0,-7.080389145,3.5,1.16,11.8,16.47,16.2,3.0,1.75,16.2,0.64,194.0,7.0,Pd,Co,2.64417,-0.00183,Pure Transition Metals
2180.0,10.0,3.550558664,1.249,7.9,-9.50480758,2.5,5.0,19.63,5.0,6.0,5.0,-9.50571654,5.0,1.18,4.9,18.87,21.0,5.0,1.73,16.74,0.62,229.0,5.0,Pd,Cr,3.14051,0.49451,Pure Transition Metals
1357.77,10.0,3.537821124,1.278,10.0,-3.64288728,0.0,5.0,20.292,0.0,11.0,0.0,-3.68065482,3.0,1.17,11.8,15.17,13.6,0.0,1.67,13.6,0.64,225.0,10.0,Pd,Cu,2.53568,-0.11032,Pure Transition Metals
1811.0,10.0,3.501224062,1.241,10.0,-8.28548436,2.0,5.0,19.63,4.0,8.0,4.0,-8.28548436,5.0,1.17,11.8,15.275,13.81,4.0,1.77,13.81,0.55,229.0,6.0,Pd,Fe,2.81947,0.17347,Pure Transition Metals
2506.0,10.0,4.461398209,1.375,3.4,-9.77464936,4.0,6.0,19.63,8.0,4.0,8.0,-9.954299335,4.0,1.44,5.9,21.97,27.2,8.0,1.67,16.74,0.64,194.0,2.0,Pd,Hf,2.88661,0.24061,Pure Transition Metals
234.32,10.0,4.656246199,1.375,1.0,-0.15983096,0.0,6.0,19.63,0.0,12.0,0.0,-0.250105562,3.0,1.49,11.8,9.5175,2.295,0.0,1.67,2.295,0.64,166.0,10.0,Pd,Hg,2.3763,-0.2697,Pure Transition Metals
2739.0,10.0,3.84489682,1.357,10.0,-8.22715557,1.5,6.0,19.63,3.0,9.0,3.0,-8.84851145,3.5,1.27,6.4,28.93,41.12,3.0,1.83,16.74,0.63,225.0,7.0,Pd,Ir,3.18873,0.54273,Pure Transition Metals
1193.0,10.0,5.28468344,1.375,1.9,-4.79586452,4.5,6.0,19.63,9.0,3.0,9.0,-4.927546185,3.5,1.25,5.2,11.47,6.2,9.0,1.67,6.2,0.64,194.0,1.0,Pd,La,1.70667,-0.93933,Pure Transition Metals
1519.0,10.0,3.474656242,1.24,0.5,-8.87041076,2.5,5.0,19.63,5.0,7.0,5.0,-9.02056525,5.5,1.17,11.8,14.825,12.91,5.0,1.67,12.91,0.64,217.0,5.0,Pd,Mn,2.98927,0.34327,Pure Transition Metals
2896.0,10.0,3.973998007,1.362,10.0,-10.84610777,2.5,5.0,19.63,5.0,6.0,5.0,-10.84610777,5.0,1.3,4.8,27.11,37.48,5.0,1.77,16.74,0.59,229.0,5.0,Pd,Mo,3.66703,1.02103,Pure Transition Metals
2750.0,10.0,4.173988903,1.375,6.6,-10.09332153,3.0,5.0,19.63,6.0,5.0,6.0,-10.09332153,4.5,1.34,7.3,23.37,30.0,6.0,1.67,16.74,0.64,229.0,4.0,Pd,Nb,3.34044,0.69444,Pure Transition Metals
1728.0,10.0,3.456049039,1.246,10.0,-5.43913904,1.0,5.0,19.63,2.0,10.0,2.0,-5.54632457,3.5,1.15,11.8,17.11,17.48,2.0,1.75,16.74,0.64,225.0,8.0,Pd,Ni,2.51311,-0.13289,Pure Transition Metals
3306.0,10.0,3.834043137,1.34,10.0,-10.33236566,2.0,6.0,19.63,4.0,8.0,4.0,-11.22070399,6.0,1.26,5.1,37.295,57.85,4.0,1.85,16.74,0.63,194.0,6.0,Pd,Os,3.59298,0.94698,Pure Transition Metals
2041.4,10.0,3.91660681,1.375,9.4,-5.92513799,0.5,6.0,19.63,1.0,10.0,1.0,-6.02850968,4.0,1.3,8.8,19.4575,22.175,1.0,1.78,16.74,0.63,225.0,9.0,Pd,Pt,2.81414,0.16814,Pure Transition Metals
3459.0,10.0,3.884620563,1.37,5.8,-12.10177805,2.5,6.0,19.63,5.0,7.0,5.0,-12.41702777,5.5,1.28,6.2,25.41,34.08,5.0,1.85,16.74,0.53,194.0,5.0,Pd,Re,3.90857,1.26257,Pure Transition Metals
2237.0,10.0,3.79278409,1.345,10.0,-6.90998391,1.0,5.0,19.63,2.0,9.0,2.0,-7.25364552,5.0,1.25,8.2,21.665,26.59,2.0,1.76,16.74,0.64,225.0,8.0,Pd,Rh,2.91192,0.26592,Pure Transition Metals
2607.0,10.0,3.780696194,1.325,10.0,-8.57093238,1.5,5.0,19.63,3.0,8.0,3.0,-9.19463357,6.0,1.25,6.4,27.665,38.59,3.0,1.83,16.74,0.62,194.0,7.0,Pd,Ru,3.24624,0.60024,Pure Transition Metals
1814.0,10.0,4.463741557,1.375,1.5,-6.17209116,4.5,5.0,19.63,9.0,3.0,9.0,-6.28551309,3.5,1.44,10.0,15.42,14.1,9.0,1.67,14.1,0.64,194.0,1.0,Pd,Sc,2.66382,0.01782,Pure Transition Metals
