Site2_MeltingT_min_value,Site2_MeltingT_arithmetic_average,Site2_MeltingT_max_value,Site1_NdUnfilled_min_value,Site2_MeltingT_composition_average,Site2_GSenergy_pa_min_value,Site1_AtomicRadii_max_value,Site1_AtomicRadii_arithmetic_average,Site1_NdUnfilled_arithmetic_average,Site1_AtomicRadii_composition_average,Site2_GSenergy_pa_max_value,Site2_BCCenergy_pa_max_value,Site1_NdUnfilled_composition_average,Site1_AtomicRadii_min_value,MeltingT_difference,Site2_GSenergy_pa_composition_average,Site2_BCCenergy_pa_composition_average,Site2_BCCenergy_pa_min_value,Site1_NdUnfilled_max_value,IonicRadii_arithmetic_average,Site2_BCCenergy_pa_arithmetic_average,ElasticModulus_min_value,AtomicVolume_difference,IonicRadii_composition_average,Site1_HHIr_arithmetic_average,group,mat,E_regression_shift
2180.0,2180.0,2180.0,0.0,2180.0,-9.50571654,1.278,1.278,0.0,1.278,-9.50571654,-9.50480758,0.0,1.278,822.23,-9.50571654,-9.50480758,-9.50480758,0.0,0.675,-9.50480758,124.0,0.2629955419937015,0.675,1500.0,transition_metals,[Cu][Cr],0.07129
1811.0,1811.0,1811.0,0.0,1811.0,-8.28548436,1.278,1.278,0.0,1.278,-8.28548436,-8.28548436,0.0,1.278,453.23,-8.28548436,-8.28548436,-8.28548436,0.0,0.64,-8.28548436,124.0,0.0525769623576,0.64,1500.0,transition_metals,[Cu][Fe],0.39712
302.91,302.91,302.91,0.0,302.91,-3.0122553025,1.278,1.278,0.0,1.278,-3.0122553025,-2.97839076,0.0,1.278,1054.86,-3.0122553025,-2.97839076,-2.97839076,0.0,0.675,-2.97839076,11.0,7.780571551182501,0.675,1500.0,transition_metals,[Cu][Ga],-0.1059
1211.4,1211.4,1211.4,0.0,1211.4,-4.616039545,1.278,1.278,0.0,1.278,-4.616039545,-4.27836489,0.0,1.278,146.3699999999999,-4.616039545,-4.27836489,-4.27836489,0.0,0.63,-4.27836489,115.0,10.831034450458702,0.63,1500.0,transition_metals,[Cu][Ge],-0.17374
2506.0,2506.0,2506.0,0.0,2506.0,-9.954299335,1.278,1.278,0.0,1.278,-9.954299335,-9.77464936,0.0,1.278,1148.23,-9.954299335,-9.77464936,-9.77464936,0.0,0.78,-9.77464936,124.0,10.438769262540902,0.78,1500.0,transition_metals,[Cu][Hf],-0.15578
234.32,234.32,234.32,0.0,234.32,-0.250105562414,1.278,1.278,0.0,1.278,-0.250105562414,-0.15983096,0.0,1.278,1123.45,-0.250105562414,-0.15983096,-0.15983096,0.0,0.875,-0.15983096,22.0,12.7818001377303,0.875,1500.0,transition_metals,[Cu][Hg],-0.22938
429.75,429.75,429.75,0.0,429.75,-2.66680196,1.278,1.278,0.0,1.278,-2.66680196,-2.65390512,0.0,1.278,928.02,-2.66680196,-2.65390512,-2.65390512,0.0,0.765,-2.65390512,14.0,14.2527162284888,0.765,1500.0,transition_metals,[Cu][In],-0.20489
2739.0,2739.0,2739.0,0.0,2739.0,-8.84851145,1.278,1.278,0.0,1.278,-8.84851145,-8.22715557,0.0,1.278,1381.23,-8.84851145,-8.22715557,-8.22715557,0.0,0.6799999999999999,-8.22715557,124.0,2.318608536712801,0.6799999999999999,1500.0,transition_metals,[Cu][Ir],0.59565
923.0,923.0,923.0,0.0,923.0,-1.54227231,1.278,1.278,0.0,1.278,-1.54227231,-1.51367083,0.0,1.278,434.77,-1.54227231,-1.51367083,-1.51367083,0.0,0.725,-1.51367083,44.4,11.3923511637268,0.725,1500.0,transition_metals,[Cu][Mg],-0.09191
1519.0,1519.0,1519.0,0.0,1519.0,-9.02056525034,1.278,1.278,0.0,1.278,-9.02056525034,-8.87041076,0.0,1.278,161.23000000000002,-9.02056525034,-8.87041076,-8.87041076,0.0,0.7,-8.87041076,124.0,0.3827625336986013,0.7,1500.0,transition_metals,[Cu][Mn],-0.04548
2896.0,2896.0,2896.0,0.0,2896.0,-10.84610777,1.278,1.278,0.0,1.278,-10.84610777,-10.84610777,0.0,1.278,1538.23,-10.84610777,-10.84610777,-10.84610777,0.0,0.6599999999999999,-10.84610777,124.0,3.6709387559024016,0.6599999999999999,1500.0,transition_metals,[Cu][Mo],0.15031
2750.0,2750.0,2750.0,0.0,2750.0,-10.09332153,1.278,1.278,0.0,1.278,-10.09332153,-10.09332153,0.0,1.278,1392.23,-10.09332153,-10.09332153,-10.09332153,0.0,0.685,-10.09332153,104.0,6.172191048416902,0.685,1500.0,transition_metals,[Cu][Nb],-0.08554
1728.0,1728.0,1728.0,0.0,1728.0,-5.54632457,1.278,1.278,0.0,1.278,-5.54632457,-5.43913904,0.0,1.278,370.23,-5.54632457,-5.43913904,-5.43913904,0.0,0.71,-5.43913904,124.0,0.8886574901947988,0.71,1500.0,transition_metals,[Cu][Ni],0.27892
3306.0,3306.0,3306.0,0.0,3306.0,-11.22070399,1.278,1.278,0.0,1.278,-11.22070399,-10.33236566,0.0,1.278,1948.23,-11.22070399,-10.33236566,-10.33236566,0.0,0.6799999999999999,-10.33236566,124.0,2.153755736190101,0.6799999999999999,1500.0,transition_metals,[Cu][Os],0.64888
600.61,600.61,600.61,0.0,600.61,-3.62902961,1.278,1.278,0.0,1.278,-3.62902961,-3.58277457,0.0,1.278,757.16,-3.62902961,-3.58277457,-3.58277457,0.0,0.96,-3.58277457,20.0,18.5114810808394,0.96,1500.0,transition_metals,[Cu][Pb],-0.38857
1828.05,1828.05,1828.05,0.0,1828.05,-5.13777457,1.278,1.278,0.0,1.278,-5.13777457,-5.0910129,0.0,1.278,470.28,-5.13777457,-5.0910129,-5.0910129,0.0,0.685,-5.0910129,124.0,2.868444336663801,0.685,1500.0,transition_metals,[Cu][Pd],0.13165
2041.4,2041.4,2041.4,0.0,2041.4,-6.02850968,1.278,1.278,0.0,1.278,-6.02850968,-5.92513799,0.0,1.278,683.6300000000001,-6.02850968,-5.92513799,-5.92513799,0.0,0.6799999999999999,-5.92513799,124.0,3.5305215748343013,0.6799999999999999,1500.0,transition_metals,[Cu][Pt],0.34588
3459.0,3459.0,3459.0,0.0,3459.0,-12.417027765,1.278,1.278,0.0,1.278,-12.417027765,-12.10177805,0.0,1.278,2101.23,-12.417027765,-12.10177805,-12.10177805,0.0,0.63,-12.10177805,124.0,2.8803922977136,0.63,1500.0,transition_metals,[Cu][Re],0.55486
2237.0,2237.0,2237.0,0.0,2237.0,-7.25364552,1.278,1.278,0.0,1.278,-7.25364552,-6.90998391,0.0,1.278,879.23,-7.25364552,-6.90998391,-6.90998391,0.0,0.7,-6.90998391,124.0,1.8955678788476007,0.7,1500.0,transition_metals,[Cu][Rh],0.38925
2607.0,2607.0,2607.0,0.0,2607.0,-9.19463357,1.278,1.278,0.0,1.278,-9.19463357,-8.57093238,0.0,1.278,1249.23,-9.19463357,-8.57093238,-8.57093238,0.0,0.675,-8.57093238,124.0,1.7379324774002,0.675,1500.0,transition_metals,[Cu][Ru],0.4278
388.36,388.36,388.36,0.0,388.36,-4.09721671875,1.278,1.278,0.0,1.278,-4.09721671875,-3.00278915,0.0,1.278,969.41,-4.09721671875,-3.00278915,-3.00278915,0.0,0.51,-3.00278915,19.0,15.336603862771302,0.51,1500.0,transition_metals,[Cu][S],-0.32154
903.78,903.78,903.78,0.0,903.78,-4.11736234,1.278,1.278,0.0,1.278,-4.11736234,-3.88991513,0.0,1.278,453.99,-4.11736234,-3.88991513,-3.88991513,0.0,0.745,-3.88991513,67.0,18.3614815118892,0.745,1500.0,transition_metals,[Cu][Sb],-0.29198
1814.0,1814.0,1814.0,0.0,1814.0,-6.28551309,1.278,1.278,0.0,1.278,-6.28551309,-6.17209116,0.0,1.278,456.23,-6.28551309,-6.17209116,-6.17209116,0.0,0.74,-6.17209116,80.0,13.1793689866917,0.74,1500.0,transition_metals,[Cu][Sc],-0.18267
1687.0,1687.0,1687.0,0.0,1687.0,-5.424918005,1.278,1.278,0.0,1.278,-5.424918005,-4.90201039,0.0,1.278,329.23,-5.424918005,-4.90201039,-4.90201039,0.0,0.495,-4.90201039,124.0,8.186435784712902,0.495,1500.0,transition_metals,[Cu][Si],-0.16598
505.08,505.08,505.08,0.0,505.08,-3.96104709,1.278,1.278,0.0,1.278,-3.96104709,-3.89492544,0.0,1.278,852.69,-3.96104709,-3.89492544,-3.89492544,0.0,0.72,-3.89492544,50.0,15.136843330164702,0.72,1500.0,transition_metals,[Cu][Sn],-0.23379
3290.0,3290.0,3290.0,0.0,3290.0,-11.85139954,1.278,1.278,0.0,1.278,-11.85139954,-11.85139954,0.0,1.278,1932.23,-11.85139954,-11.85139954,-11.85139954,0.0,0.685,-11.85139954,124.0,6.216787627283999,0.685,1500.0,transition_metals,[Cu][Ta],0.00814
2430.0,2430.0,2430.0,0.0,2430.0,-10.355151195,1.278,1.278,0.0,1.278,-10.355151195,-10.09176138,0.0,1.278,1072.23,-10.355151195,-10.09176138,-10.09176138,0.0,0.645,-10.09176138,124.0,2.321069576626801,0.645,1500.0,transition_metals,[Cu][Tc],0.34617
1941.0,1941.0,1941.0,0.0,1941.0,-7.77522712,1.278,1.278,0.0,1.278,-7.77522712,-7.66126811,0.0,1.278,583.23,-7.77522712,-7.66126811,-7.66126811,0.0,0.6699999999999999,-7.66126811,110.0,5.8063752269062014,0.6699999999999999,1500.0,transition_metals,[Cu][Ti],-0.04922
577.0,577.0,577.0,0.0,577.0,-2.27267753,1.278,1.278,0.0,1.278,-2.27267753,-2.25289773,0.0,1.278,780.77,-2.27267753,-2.25289773,-2.25289773,0.0,1.16,-2.25289773,12.0,16.8109346290083,1.16,1500.0,transition_metals,[Cu][Tl],-0.31433
2183.0,2183.0,2183.0,0.0,2183.0,-8.93926069,1.278,1.278,0.0,1.278,-8.93926069,-8.93926069,0.0,1.278,825.23,-8.93926069,-8.93926069,-8.93926069,0.0,0.635,-8.93926069,124.0,2.0149562890803008,0.635,1500.0,transition_metals,[Cu][V],0.07567
3695.0,3695.0,3695.0,0.0,3695.0,-12.95880062,1.278,1.278,0.0,1.278,-12.95880062,-12.95880062,0.0,1.278,2337.23,-12.95880062,-12.95880062,-12.95880062,0.0,0.665,-12.95880062,124.0,4.028792492095201,0.665,1500.0,transition_metals,[Cu][W],0.35754
692.68,692.68,692.68,0.0,692.68,-1.239999915,1.278,1.278,0.0,1.278,-1.239999915,-1.1570915,0.0,1.278,665.09,-1.239999915,-1.1570915,-1.1570915,0.0,0.735,-1.1570915,95.0,3.375741802902601,0.735,1500.0,transition_metals,[Cu][Zn],-0.08159
2128.0,2128.0,2128.0,0.0,2128.0,-8.545958555,1.278,1.278,0.0,1.278,-8.545958555,-8.46727487,0.0,1.278,770.23,-8.545958555,-8.46727487,-8.46727487,0.0,0.7849999999999999,-8.46727487,94.0,11.4360013372916,0.7849999999999999,1500.0,transition_metals,[Cu][Zr],-0.21887
1811.0,1811.0,1811.0,4.0,1811.0,-8.28548436,1.241,1.241,4.0,1.241,-8.28548436,-8.28548436,4.0,1.241,0.0,-8.28548436,-8.28548436,-8.28548436,4.0,0.55,-8.28548436,211.0,0.0,0.55,1400.0,transition_metals,[Fe][Fe],0.0
933.47,933.47,933.47,4.0,933.47,-3.74542312,1.241,1.241,4.0,1.241,-3.74542312,-3.65018713,4.0,1.241,877.53,-3.74542312,-3.65018713,-3.65018713,4.0,0.545,-3.65018713,70.5,4.817059547967601,0.545,1400.0,transition_metals,[Fe][Al],-0.14476
1090.0,1090.0,1090.0,4.0,1090.0,-4.650889115,1.241,1.241,4.0,1.241,-4.650889115,-4.21496399,4.0,1.241,721.0,-4.650889115,-4.21496399,-4.21496399,4.0,0.565,-4.21496399,39.0,9.9466007676357,0.565,1400.0,transition_metals,[Fe][As],-0.21379
544.4,544.4,544.4,4.0,544.4,-3.9736944,1.241,1.241,4.0,1.241,-3.9736944,-3.89538374,4.0,1.241,1266.6,-3.9736944,-3.89538374,-3.89538374,4.0,0.79,-3.89538374,34.0,23.706094112664104,0.79,1400.0,transition_metals,[Fe][Bi],-0.36814
1768.0,1768.0,1768.0,4.0,1768.0,-7.080389145,1.241,1.241,4.0,1.241,-7.080389145,-6.98008657,4.0,1.241,43.0,-7.080389145,-6.98008657,-6.98008657,4.0,0.6000000000000001,-6.98008657,208.0,0.7815042864290991,0.6000000000000001,1400.0,transition_metals,[Fe][Co],0.04355
2180.0,2180.0,2180.0,4.0,2180.0,-9.50571654,1.241,1.241,4.0,1.241,-9.50571654,-9.50480758,4.0,1.241,369.0,-9.50571654,-9.50480758,-9.50480758,4.0,0.585,-9.50480758,211.0,0.3155725043513016,0.585,1400.0,transition_metals,[Fe][Cr],-0.09334
302.91,302.91,302.91,4.0,302.91,-3.0122553025,1.241,1.241,4.0,1.241,-3.0122553025,-2.97839076,4.0,1.241,1508.09,-3.0122553025,-2.97839076,-2.97839076,4.0,0.585,-2.97839076,11.0,7.833148513540101,0.585,1400.0,transition_metals,[Fe][Ga],-0.15887
1211.4,1211.4,1211.4,4.0,1211.4,-4.616039545,1.241,1.241,4.0,1.241,-4.616039545,-4.27836489,4.0,1.241,599.5999999999999,-4.616039545,-4.27836489,-4.27836489,4.0,0.54,-4.27836489,115.0,10.883611412816302,0.54,1400.0,transition_metals,[Fe][Ge],-0.17353
2739.0,2739.0,2739.0,4.0,2739.0,-8.84851145,1.241,1.241,4.0,1.241,-8.84851145,-8.22715557,4.0,1.241,928.0,-8.84851145,-8.22715557,-8.22715557,4.0,0.5900000000000001,-8.22715557,211.0,2.371185499070401,0.5900000000000001,1400.0,transition_metals,[Fe][Ir],0.10354
2896.0,2896.0,2896.0,4.0,2896.0,-10.84610777,1.241,1.241,4.0,1.241,-10.84610777,-10.84610777,4.0,1.241,1085.0,-10.84610777,-10.84610777,-10.84610777,4.0,0.5700000000000001,-10.84610777,211.0,3.7235157182600016,0.5700000000000001,1400.0,transition_metals,[Fe][Mo],-0.13695
2750.0,2750.0,2750.0,4.0,2750.0,-10.09332153,1.241,1.241,4.0,1.241,-10.09332153,-10.09332153,4.0,1.241,939.0,-10.09332153,-10.09332153,-10.09332153,4.0,0.595,-10.09332153,104.0,6.224768010774502,0.595,1400.0,transition_metals,[Fe][Nb],-0.1805
1728.0,1728.0,1728.0,4.0,1728.0,-5.54632457,1.241,1.241,4.0,1.241,-5.54632457,-5.43913904,4.0,1.241,83.0,-5.54632457,-5.43913904,-5.43913904,4.0,0.62,-5.43913904,208.0,0.8360805278371988,0.62,1400.0,transition_metals,[Fe][Ni],-0.0796
317.3,317.3,317.3,4.0,317.3,-5.4005090425,1.241,1.241,4.0,1.241,-5.4005090425,-4.6830362,4.0,1.241,1493.7,-5.4005090425,-4.6830362,-4.6830362,4.0,0.36,-4.6830362,5.0,16.4367568470989,0.36,1400.0,transition_metals,[Fe][P],-0.31504
600.61,600.61,600.61,4.0,600.61,-3.62902961,1.241,1.241,4.0,1.241,-3.62902961,-3.58277457,4.0,1.241,1210.39,-3.62902961,-3.58277457,-3.58277457,4.0,0.87,-3.58277457,20.0,18.564058043197,0.87,1400.0,transition_metals,[Fe][Pb],-0.37821
2237.0,2237.0,2237.0,4.0,2237.0,-7.25364552,1.241,1.241,4.0,1.241,-7.25364552,-6.90998391,4.0,1.241,426.0,-7.25364552,-6.90998391,-6.90998391,4.0,0.6100000000000001,-6.90998391,211.0,1.9481448412052007,0.6100000000000001,1400.0,transition_metals,[Fe][Rh],-0.03641
2607.0,2607.0,2607.0,4.0,2607.0,-9.19463357,1.241,1.241,4.0,1.241,-9.19463357,-8.57093238,4.0,1.241,796.0,-9.19463357,-8.57093238,-8.57093238,4.0,0.585,-8.57093238,211.0,1.7905094397578,0.585,1400.0,transition_metals,[Fe][Ru],-0.0213
903.78,903.78,903.78,4.0,903.78,-4.11736234,1.241,1.241,4.0,1.241,-4.11736234,-3.88991513,4.0,1.241,907.22,-4.11736234,-3.88991513,-3.88991513,4.0,0.655,-3.88991513,67.0,18.4140584742468,0.655,1400.0,transition_metals,[Fe][Sb],-0.24996
1687.0,1687.0,1687.0,4.0,1687.0,-5.424918005,1.241,1.241,4.0,1.241,-5.424918005,-4.90201039,4.0,1.241,124.0,-5.424918005,-4.90201039,-4.90201039,4.0,0.405,-4.90201039,162.0,8.239012747070502,0.405,1400.0,transition_metals,[Fe][Si],-0.20244
505.08,505.08,505.08,4.0,505.08,-3.96104709,1.241,1.241,4.0,1.241,-3.96104709,-3.89492544,4.0,1.241,1305.92,-3.96104709,-3.89492544,-3.89492544,4.0,0.63,-3.89492544,50.0,15.189420292522302,0.63,1400.0,transition_metals,[Fe][Sn],-0.29323
2430.0,2430.0,2430.0,4.0,2430.0,-10.355151195,1.241,1.241,4.0,1.241,-10.355151195,-10.09176138,4.0,1.241,619.0,-10.355151195,-10.09176138,-10.09176138,4.0,0.555,-10.09176138,211.0,2.373646538984401,0.555,1400.0,transition_metals,[Fe][Tc],-0.08915
1941.0,1941.0,1941.0,4.0,1941.0,-7.77522712,1.241,1.241,4.0,1.241,-7.77522712,-7.66126811,4.0,1.241,130.0,-7.77522712,-7.66126811,-7.66126811,4.0,0.5800000000000001,-7.66126811,110.0,5.8589521892638015,0.5800000000000001,1400.0,transition_metals,[Fe][Ti],-0.13961
2183.0,2183.0,2183.0,4.0,2183.0,-8.93926069,1.241,1.241,4.0,1.241,-8.93926069,-8.93926069,4.0,1.241,372.0,-8.93926069,-8.93926069,-8.93926069,4.0,0.545,-8.93926069,129.0,2.067533251437901,0.545,1400.0,transition_metals,[Fe][V],-0.08294
3695.0,3695.0,3695.0,4.0,3695.0,-12.95880062,1.241,1.241,4.0,1.241,-12.95880062,-12.95880062,4.0,1.241,1884.0,-12.95880062,-12.95880062,-12.95880062,4.0,0.575,-12.95880062,211.0,4.081369454452801,0.575,1400.0,transition_metals,[Fe][W],-0.09672
692.68,692.68,692.68,4.0,692.68,-1.239999915,1.241,1.241,4.0,1.241,-1.239999915,-1.1570915,4.0,1.241,1118.3200000000002,-1.239999915,-1.1570915,-1.1570915,4.0,0.645,-1.1570915,95.0,3.428318765260201,0.645,1400.0,transition_metals,[Fe][Zn],-0.15948
1357.77,1357.77,1357.77,4.0,1357.77,-3.68065482,1.241,1.241,4.0,1.241,-3.68065482,-3.64288728,4.0,1.241,453.23,-3.68065482,-3.64288728,-3.64288728,4.0,0.64,-3.64288728,124.0,0.0525769623576,0.64,1400.0,transition_metals,[Fe][Cu],-0.19798
1519.0,1519.0,1519.0,4.0,1519.0,-9.02056525034,1.241,1.241,4.0,1.241,-9.02056525034,-8.87041076,4.0,1.241,292.0,-9.02056525034,-8.87041076,-8.87041076,4.0,0.6100000000000001,-8.87041076,198.0,0.4353394960562013,0.6100000000000001,1400.0,transition_metals,[Fe][Mn],-0.16716
1234.93,1234.93,1234.93,4.0,1234.93,-2.76539356,1.241,1.241,4.0,1.241,-2.76539356,-2.71997917,4.0,1.241,576.0699999999999,-2.76539356,-2.71997917,-2.71997917,4.0,0.85,-2.71997917,80.0,5.298282980348501,0.85,1400.0,transition_metals,[Fe][Ag],-0.27612
1337.33,1337.33,1337.33,4.0,1337.33,-3.20969261,1.241,1.241,4.0,1.241,-3.20969261,-3.18445282,4.0,1.241,473.6700000000001,-3.20969261,-3.18445282,-3.18445282,4.0,0.7,-3.18445282,78.3,5.169698646938199,0.7,1400.0,transition_metals,[Fe][Au],-0.25088
594.22,594.22,594.22,4.0,594.22,-0.812174225,1.241,1.241,4.0,1.241,-0.812174225,-0.74033904,4.0,1.241,1216.78,-0.812174225,-0.74033904,-0.74033904,4.0,0.75,-0.74033904,62.0,9.8026604862527,0.75,1400.0,transition_metals,[Fe][Cd],-0.32909
2506.0,2506.0,2506.0,4.0,2506.0,-9.954299335,1.241,1.241,4.0,1.241,-9.954299335,-9.77464936,4.0,1.241,695.0,-9.954299335,-9.77464936,-9.77464936,4.0,0.69,-9.77464936,139.0,10.491346224898502,0.69,1400.0,transition_metals,[Fe][Hf],-0.27526
234.32,234.32,234.32,4.0,234.32,-0.250105562414,1.241,1.241,4.0,1.241,-0.250105562414,-0.15983096,4.0,1.241,1576.68,-0.250105562414,-0.15983096,-0.15983096,4.0,0.785,-0.15983096,22.0,12.8343771000879,0.785,1400.0,transition_metals,[Fe][Hg],-0.34562
429.75,429.75,429.75,4.0,429.75,-2.66680196,1.241,1.241,4.0,1.241,-2.66680196,-2.65390512,4.0,1.241,1381.25,-2.66680196,-2.65390512,-2.65390512,4.0,0.675,-2.65390512,14.0,14.3052931908464,0.675,1400.0,transition_metals,[Fe][In],-0.32382
3306.0,3306.0,3306.0,4.0,3306.0,-11.22070399,1.241,1.241,4.0,1.241,-11.22070399,-10.33236566,4.0,1.241,1495.0,-11.22070399,-10.33236566,-10.33236566,4.0,0.5900000000000001,-10.33236566,211.0,2.206332698547701,0.5900000000000001,1400.0,transition_metals,[Fe][Os],0.12598
1828.05,1828.05,1828.05,4.0,1828.05,-5.13777457,1.241,1.241,4.0,1.241,-5.13777457,-5.0910129,4.0,1.241,17.049999999999955,-5.13777457,-5.0910129,-5.0910129,4.0,0.595,-5.0910129,127.0,2.921021299021401,0.595,1400.0,transition_metals,[Fe][Pd],-0.14447
2041.4,2041.4,2041.4,4.0,2041.4,-6.02850968,1.241,1.241,4.0,1.241,-6.02850968,-5.92513799,4.0,1.241,230.4000000000001,-6.02850968,-5.92513799,-5.92513799,4.0,0.5900000000000001,-5.92513799,175.0,3.5830985371919013,0.5900000000000001,1400.0,transition_metals,[Fe][Pt],-0.00302
1814.0,1814.0,1814.0,4.0,1814.0,-6.28551309,1.241,1.241,4.0,1.241,-6.28551309,-6.17209116,4.0,1.241,3.0,-6.28551309,-6.17209116,-6.17209116,4.0,0.65,-6.17209116,80.0,13.2319459490493,0.65,1400.0,transition_metals,[Fe][Sc],-0.28547
3290.0,3290.0,3290.0,4.0,3290.0,-11.85139954,1.241,1.241,4.0,1.241,-11.85139954,-11.85139954,4.0,1.241,1479.0,-11.85139954,-11.85139954,-11.85139954,4.0,0.595,-11.85139954,183.0,6.269364589641599,0.595,1400.0,transition_metals,[Fe][Ta],-0.19922
577.0,577.0,577.0,4.0,577.0,-2.27267753,1.241,1.241,4.0,1.241,-2.27267753,-2.25289773,4.0,1.241,1234.0,-2.27267753,-2.25289773,-2.25289773,4.0,1.07,-2.25289773,12.0,16.8635115913659,1.07,1400.0,transition_metals,[Fe][Tl],-0.37171
2128.0,2128.0,2128.0,4.0,2128.0,-8.545958555,1.241,1.241,4.0,1.241,-8.545958555,-8.46727487,4.0,1.241,317.0,-8.545958555,-8.46727487,-8.46727487,4.0,0.6950000000000001,-8.46727487,94.0,11.4885782996492,0.6950000000000001,1400.0,transition_metals,[Fe][Zr],-0.30511
3459.0,3459.0,3459.0,4.0,3459.0,-12.417027765,1.241,1.241,4.0,1.241,-12.417027765,-12.10177805,4.0,1.241,1648.0,-12.417027765,-12.10177805,-12.10177805,4.0,0.54,-12.10177805,211.0,2.9329692600712,0.54,1400.0,transition_metals,[Fe][Re],0.06777
2739.0,2739.0,2739.0,3.0,2739.0,-8.84851145,1.357,1.357,3.0,1.357,-8.84851145,-8.22715557,3.0,1.357,0.0,-8.84851145,-8.22715557,-8.22715557,3.0,0.63,-8.22715557,533.0,0.0,0.63,9100.0,transition_metals,[Ir][Ir],0.0
1234.93,1234.93,1234.93,3.0,1234.93,-2.76539356,1.357,1.357,3.0,1.357,-2.76539356,-2.71997917,3.0,1.357,1504.07,-2.76539356,-2.71997917,-2.71997917,3.0,0.8899999999999999,-2.71997917,80.0,2.9270974812781,0.8899999999999999,9100.0,transition_metals,[Ir][Ag],-0.0978
594.22,594.22,594.22,3.0,594.22,-0.812174225,1.357,1.357,3.0,1.357,-0.812174225,-0.74033904,3.0,1.357,2144.78,-0.812174225,-0.74033904,-0.74033904,3.0,0.79,-0.74033904,62.0,7.431474987182298,0.79,9100.0,transition_metals,[Ir][Cd],-0.12577
2896.0,2896.0,2896.0,3.0,2896.0,-10.84610777,1.357,1.357,3.0,1.357,-10.84610777,-10.84610777,3.0,1.357,157.0,-10.84610777,-10.84610777,-10.84610777,3.0,0.61,-10.84610777,322.0,1.3523302191896,0.61,9100.0,transition_metals,[Ir][Mo],0.38848
2750.0,2750.0,2750.0,3.0,2750.0,-10.09332153,1.357,1.357,3.0,1.357,-10.09332153,-10.09332153,3.0,1.357,11.0,-10.09332153,-10.09332153,-10.09332153,3.0,0.635,-10.09332153,104.0,3.8535825117041007,0.635,9100.0,transition_metals,[Ir][Nb],0.16369
1828.05,1828.05,1828.05,3.0,1828.05,-5.13777457,1.357,1.357,3.0,1.357,-5.13777457,-5.0910129,3.0,1.357,910.95,-5.13777457,-5.0910129,-5.0910129,3.0,0.635,-5.0910129,127.0,0.5498357999509995,0.635,9100.0,transition_metals,[Ir][Pd],-0.0767
2237.0,2237.0,2237.0,3.0,2237.0,-7.25364552,1.357,1.357,3.0,1.357,-7.25364552,-6.90998391,3.0,1.357,502.0,-7.25364552,-6.90998391,-6.90998391,3.0,0.65,-6.90998391,330.0,0.4230406578652008,0.65,9100.0,transition_metals,[Ir][Rh],-0.07101
2607.0,2607.0,2607.0,3.0,2607.0,-9.19463357,1.357,1.357,3.0,1.357,-9.19463357,-8.57093238,3.0,1.357,132.0,-9.19463357,-8.57093238,-8.57093238,3.0,0.625,-8.57093238,430.0,0.5806760593126015,0.625,9100.0,transition_metals,[Ir][Ru],0.194
2430.0,2430.0,2430.0,3.0,2430.0,-10.355151195,1.357,1.357,3.0,1.357,-10.355151195,-10.09176138,3.0,1.357,309.0,-10.355151195,-10.09176138,-10.09176138,3.0,0.595,-10.09176138,380.0,0.0024610399139994,0.595,9100.0,transition_metals,[Ir][Tc],0.51986
1799.0,1799.0,1799.0,3.0,1799.0,-6.464599775,1.357,1.357,3.0,1.357,-6.464599775,-6.34029752,3.0,1.357,940.0,-6.464599775,-6.34029752,-6.34029752,3.0,0.825,-6.34029752,64.4,18.864662413906903,0.825,9100.0,transition_metals,[Ir][Y],-0.24058
2128.0,2128.0,2128.0,3.0,2128.0,-8.545958555,1.357,1.357,3.0,1.357,-8.545958555,-8.46727487,3.0,1.357,611.0,-8.545958555,-8.46727487,-8.46727487,3.0,0.735,-8.46727487,94.0,9.1173928005788,0.735,9100.0,transition_metals,[Ir][Zr],0.02097
923.0,923.0,923.0,0.0,923.0,-1.54227231,1.6,1.6,0.0,1.6,-1.54227231,-1.51367083,0.0,1.6,0.0,-1.54227231,-1.51367083,-1.51367083,0.0,0.72,-1.51367083,44.4,0.0,0.72,500.0,non-transition_metals,[Mg][Mg],0.0
1234.93,1234.93,1234.93,0.0,1234.93,-2.76539356,1.6,1.6,0.0,1.6,-2.76539356,-2.71997917,0.0,1.6,311.93000000000006,-2.76539356,-2.71997917,-2.71997917,0.0,0.935,-2.71997917,44.4,6.146645145735899,0.935,500.0,non-transition_metals,[Mg][Ag],0.05403
933.47,933.47,933.47,0.0,933.47,-3.74542312,1.6,1.6,0.0,1.6,-3.74542312,-3.65018713,0.0,1.6,10.470000000000027,-3.74542312,-3.65018713,-3.65018713,0.0,0.63,-3.65018713,44.4,6.6278685781168,0.63,500.0,non-transition_metals,[Mg][Al],0.06506
1337.33,1337.33,1337.33,0.0,1337.33,-3.20969261,1.6,1.6,0.0,1.6,-3.20969261,-3.18445282,0.0,1.6,414.3299999999999,-3.20969261,-3.18445282,-3.18445282,0.0,0.7849999999999999,-3.18445282,44.4,6.275229479146201,0.7849999999999999,500.0,non-transition_metals,[Mg][Au],0.12695
1560.0,1560.0,1560.0,0.0,1560.0,-3.755038695,1.6,1.6,0.0,1.6,-3.755038695,-3.65527191,0.0,1.6,637.0,-3.755038695,-3.65527191,-3.65527191,0.0,0.585,-3.65527191,44.4,15.12411664017691,0.585,500.0,non-transition_metals,[Mg][Be],-0.02165
